Namespace(Lambda_KL=0.1, Lambda_ST=0.1, Lambda_global=1000, all_use='no', aux_iter=16, batch_size=128, beta=0.5, checkpoint_dir='checkpoint', cuda=True, entropy_thr=0.7, epoch_decay=100, epr=1, init_tgt_port=0.2, load_checkpoint=None, lr=0.0005, max_epoch=500, max_mu=1, max_tgt_port=0.5, mu=1.1000000000000001e-05, n_samples=10, nclasses=10, ndomain=5, net='conv3_fc2', nfeat=2048, no_cuda=False, num_rounds=20, optimizer='adam', pho=1.1, ratio=0.3, record_folder='record', save_epoch=20, save_model=True, seed=1, sigma=0.05, target='mnistm', tgt_port_step=0.05, use_target=True)

  Train Epoch:   0 [  1/195.3125 (0.01%)]	Loss_cls_domain: 9.20876	Loss_cls_source: 9.20661	Loss_cls_target: 0.00000	Loss_local: 0.00034	Loss_ALM: 0.00198	 mu: 0.00001
  Train Epoch:  27 [201/195.3125 (1.03%)]	Loss_cls_domain: 0.02744	Loss_cls_source: 0.13635	Loss_cls_target: 0.00716	Loss_local: 0.00001	Loss_ALM: 178.34851	 mu: 1.00000
  Train Epoch:  27 [211/195.3125 (1.08%)]	Loss_cls_domain: 0.02899	Loss_cls_source: 0.34342	Loss_cls_target: 0.00769	Loss_local: 0.00001	Loss_ALM: 179.01691	 mu: 1.00000
  Train Epoch:  27 [221/195.3125 (1.13%)]	Loss_cls_domain: 0.02911	Loss_cls_source: 0.32790	Loss_cls_target: 0.00642	Loss_local: 0.00001	Loss_ALM: 178.98233	 mu: 1.00000
  Train Epoch:  27 [231/195.3125 (1.18%)]	Loss_cls_domain: 0.02833	Loss_cls_source: 0.04501	Loss_cls_target: 0.00623	Loss_local: 0.00000	Loss_ALM: 178.59183	 mu: 1.00000
  Train Epoch:  28 [  1/195.3125 (0.01%)]	Loss_cls_domain: 0.02796	Loss_cls_source: 0.21994	Loss_cls_target: 0.00692	Loss_local: 0.00001	Loss_ALM: 178.47444	 mu: 1.00000
  Train Epoch:  28 [ 11/195.3125 (0.06%)]	Loss_cls_domain: 0.02725	Loss_cls_source: 0.07942	Loss_cls_target: 0.00693	Loss_local: 0.00001	Loss_ALM: 178.32654	 mu: 1.00000
  Train Epoch:  28 [ 21/195.3125 (0.11%)]	Loss_cls_domain: 0.02851	Loss_cls_source: 0.26088	Loss_cls_target: 0.00823	Loss_local: 0.00001	Loss_ALM: 178.91327	 mu: 1.00000
  Train Epoch:  28 [ 31/195.3125 (0.16%)]	Loss_cls_domain: 0.02820	Loss_cls_source: 0.20153	Loss_cls_target: 0.00716	Loss_local: 0.00001	Loss_ALM: 178.68825	 mu: 1.00000
  Train Epoch:  28 [ 41/195.3125 (0.21%)]	Loss_cls_domain: 0.02892	Loss_cls_source: 0.24961	Loss_cls_target: 0.00801	Loss_local: 0.00001	Loss_ALM: 179.08888	 mu: 1.00000
  Train Epoch:  28 [ 51/195.3125 (0.26%)]	Loss_cls_domain: 0.02889	Loss_cls_source: 0.29979	Loss_cls_target: 0.00683	Loss_local: 0.00001	Loss_ALM: 178.93028	 mu: 1.00000
  Train Epoch:  28 [ 61/195.3125 (0.31%)]	Loss_cls_domain: 0.02797	Loss_cls_source: 0.15019	Loss_cls_target: 0.00708	Loss_local: 0.00001	Loss_ALM: 178.62347	 mu: 1.00000
  Train Epoch:  28 [ 71/195.3125 (0.36%)]	Loss_cls_domain: 0.02884	Loss_cls_source: 0.24763	Loss_cls_target: 0.00853	Loss_local: 0.00001	Loss_ALM: 179.05666	 mu: 1.00000
  Train Epoch:  28 [ 81/195.3125 (0.41%)]	Loss_cls_domain: 0.02810	Loss_cls_source: 0.22426	Loss_cls_target: 0.00664	Loss_local: 0.00001	Loss_ALM: 178.64868	 mu: 1.00000
  Train Epoch:  28 [ 91/195.3125 (0.47%)]	Loss_cls_domain: 0.02765	Loss_cls_source: 0.20406	Loss_cls_target: 0.00760	Loss_local: 0.00001	Loss_ALM: 178.59753	 mu: 1.00000
  Train Epoch:  28 [101/195.3125 (0.52%)]	Loss_cls_domain: 0.02721	Loss_cls_source: 0.11451	Loss_cls_target: 0.00683	Loss_local: 0.00001	Loss_ALM: 178.44830	 mu: 1.00000
  Train Epoch:  28 [111/195.3125 (0.57%)]	Loss_cls_domain: 0.02811	Loss_cls_source: 0.38996	Loss_cls_target: 0.00695	Loss_local: 0.00001	Loss_ALM: 178.79694	 mu: 1.00000
  Train Epoch:  28 [121/195.3125 (0.62%)]	Loss_cls_domain: 0.02897	Loss_cls_source: 0.30278	Loss_cls_target: 0.00604	Loss_local: 0.00001	Loss_ALM: 178.91026	 mu: 1.00000
  Train Epoch:  28 [131/195.3125 (0.67%)]	Loss_cls_domain: 0.02773	Loss_cls_source: 0.26344	Loss_cls_target: 0.00629	Loss_local: 0.00001	Loss_ALM: 178.76088	 mu: 1.00000
  Train Epoch:  28 [141/195.3125 (0.72%)]	Loss_cls_domain: 0.02804	Loss_cls_source: 0.20861	Loss_cls_target: 0.00653	Loss_local: 0.00001	Loss_ALM: 178.65202	 mu: 1.00000
  Train Epoch:  28 [151/195.3125 (0.77%)]	Loss_cls_domain: 0.02941	Loss_cls_source: 0.39333	Loss_cls_target: 0.00634	Loss_local: 0.00001	Loss_ALM: 179.18564	 mu: 1.00000
  Train Epoch:  28 [161/195.3125 (0.82%)]	Loss_cls_domain: 0.02916	Loss_cls_source: 0.34439	Loss_cls_target: 0.00742	Loss_local: 0.00001	Loss_ALM: 179.01842	 mu: 1.00000
  Train Epoch:  28 [171/195.3125 (0.88%)]	Loss_cls_domain: 0.02797	Loss_cls_source: 0.20677	Loss_cls_target: 0.00632	Loss_local: 0.00001	Loss_ALM: 178.70564	 mu: 1.00000
  Train Epoch:  28 [181/195.3125 (0.93%)]	Loss_cls_domain: 0.02847	Loss_cls_source: 0.42618	Loss_cls_target: 0.00759	Loss_local: 0.00002	Loss_ALM: 178.98906	 mu: 1.00000
  Train Epoch:  28 [191/195.3125 (0.98%)]	Loss_cls_domain: 0.02771	Loss_cls_source: 0.14433	Loss_cls_target: 0.00795	Loss_local: 0.00001	Loss_ALM: 178.66742	 mu: 1.00000
  Train Epoch:  28 [201/195.3125 (1.03%)]	Loss_cls_domain: 0.02958	Loss_cls_source: 0.23526	Loss_cls_target: 0.00651	Loss_local: 0.00001	Loss_ALM: 178.92775	 mu: 1.00000
  Train Epoch:  28 [211/195.3125 (1.08%)]	Loss_cls_domain: 0.02736	Loss_cls_source: 0.17640	Loss_cls_target: 0.00753	Loss_local: 0.00001	Loss_ALM: 178.54205	 mu: 1.00000
  Train Epoch:  28 [221/195.3125 (1.13%)]	Loss_cls_domain: 0.02816	Loss_cls_source: 0.24940	Loss_cls_target: 0.00720	Loss_local: 0.00001	Loss_ALM: 178.77423	 mu: 1.00000
  Train Epoch:  28 [231/195.3125 (1.18%)]	Loss_cls_domain: 0.02827	Loss_cls_source: 0.22417	Loss_cls_target: 0.00579	Loss_local: 0.00001	Loss_ALM: 178.79666	 mu: 1.00000
  Train Epoch:  29 [  1/195.3125 (0.01%)]	Loss_cls_domain: 0.02772	Loss_cls_source: 0.25314	Loss_cls_target: 0.00643	Loss_local: 0.00001	Loss_ALM: 178.67346	 mu: 1.00000
  Train Epoch:  29 [ 11/195.3125 (0.06%)]	Loss_cls_domain: 0.02722	Loss_cls_source: 0.09574	Loss_cls_target: 0.00710	Loss_local: 0.00001	Loss_ALM: 178.52563	 mu: 1.00000
  Train Epoch:  29 [ 21/195.3125 (0.11%)]	Loss_cls_domain: 0.02715	Loss_cls_source: 0.10188	Loss_cls_target: 0.00712	Loss_local: 0.00001	Loss_ALM: 178.55542	 mu: 1.00000
  Train Epoch:  29 [ 31/195.3125 (0.16%)]	Loss_cls_domain: 0.02712	Loss_cls_source: 0.16960	Loss_cls_target: 0.00708	Loss_local: 0.00001	Loss_ALM: 178.49207	 mu: 1.00000
  Train Epoch:  29 [ 41/195.3125 (0.21%)]	Loss_cls_domain: 0.02781	Loss_cls_source: 0.15987	Loss_cls_target: 0.00745	Loss_local: 0.00001	Loss_ALM: 178.80980	 mu: 1.00000
  Train Epoch:  29 [ 51/195.3125 (0.26%)]	Loss_cls_domain: 0.02797	Loss_cls_source: 0.26497	Loss_cls_target: 0.00675	Loss_local: 0.00001	Loss_ALM: 178.93163	 mu: 1.00000
  Train Epoch:  29 [ 61/195.3125 (0.31%)]	Loss_cls_domain: 0.02991	Loss_cls_source: 0.31773	Loss_cls_target: 0.00620	Loss_local: 0.00001	Loss_ALM: 179.23477	 mu: 1.00000
  Train Epoch:  29 [ 71/195.3125 (0.36%)]	Loss_cls_domain: 0.02912	Loss_cls_source: 0.47248	Loss_cls_target: 0.00703	Loss_local: 0.00002	Loss_ALM: 179.28525	 mu: 1.00000
  Train Epoch:  29 [ 81/195.3125 (0.41%)]	Loss_cls_domain: 0.02730	Loss_cls_source: 0.25318	Loss_cls_target: 0.00710	Loss_local: 0.00001	Loss_ALM: 178.71637	 mu: 1.00000
  Train Epoch:  29 [ 91/195.3125 (0.47%)]	Loss_cls_domain: 0.02843	Loss_cls_source: 0.33220	Loss_cls_target: 0.00767	Loss_local: 0.00002	Loss_ALM: 179.07465	 mu: 1.00000
  Train Epoch:  29 [101/195.3125 (0.52%)]	Loss_cls_domain: 0.02766	Loss_cls_source: 0.33561	Loss_cls_target: 0.00614	Loss_local: 0.00001	Loss_ALM: 178.78738	 mu: 1.00000
  Train Epoch:  29 [111/195.3125 (0.57%)]	Loss_cls_domain: 0.02738	Loss_cls_source: 0.13888	Loss_cls_target: 0.00699	Loss_local: 0.00001	Loss_ALM: 178.66211	 mu: 1.00000
  Train Epoch:  29 [121/195.3125 (0.62%)]	Loss_cls_domain: 0.02829	Loss_cls_source: 0.32852	Loss_cls_target: 0.00624	Loss_local: 0.00001	Loss_ALM: 178.89642	 mu: 1.00000
  Train Epoch:  29 [131/195.3125 (0.67%)]	Loss_cls_domain: 0.02748	Loss_cls_source: 0.19661	Loss_cls_target: 0.00662	Loss_local: 0.00001	Loss_ALM: 178.80875	 mu: 1.00000
  Train Epoch:  29 [141/195.3125 (0.72%)]	Loss_cls_domain: 0.02700	Loss_cls_source: 0.16630	Loss_cls_target: 0.00648	Loss_local: 0.00001	Loss_ALM: 178.54996	 mu: 1.00000
  Train Epoch:  29 [151/195.3125 (0.77%)]	Loss_cls_domain: 0.02972	Loss_cls_source: 0.42170	Loss_cls_target: 0.00579	Loss_local: 0.00002	Loss_ALM: 179.24973	 mu: 1.00000
  Train Epoch:  29 [161/195.3125 (0.82%)]	Loss_cls_domain: 0.02814	Loss_cls_source: 0.28352	Loss_cls_target: 0.00707	Loss_local: 0.00001	Loss_ALM: 179.01332	 mu: 1.00000
  Train Epoch:  29 [171/195.3125 (0.88%)]	Loss_cls_domain: 0.03031	Loss_cls_source: 0.37955	Loss_cls_target: 0.00636	Loss_local: 0.00002	Loss_ALM: 179.51558	 mu: 1.00000
  Train Epoch:  29 [181/195.3125 (0.93%)]	Loss_cls_domain: 0.02732	Loss_cls_source: 0.16728	Loss_cls_target: 0.00780	Loss_local: 0.00001	Loss_ALM: 178.68452	 mu: 1.00000
  Train Epoch:  29 [191/195.3125 (0.98%)]	Loss_cls_domain: 0.02792	Loss_cls_source: 0.22263	Loss_cls_target: 0.00690	Loss_local: 0.00001	Loss_ALM: 178.88847	 mu: 1.00000
  Train Epoch:  29 [201/195.3125 (1.03%)]	Loss_cls_domain: 0.02825	Loss_cls_source: 0.14272	Loss_cls_target: 0.00608	Loss_local: 0.00001	Loss_ALM: 178.79001	 mu: 1.00000
  Train Epoch:  29 [211/195.3125 (1.08%)]	Loss_cls_domain: 0.02752	Loss_cls_source: 0.17120	Loss_cls_target: 0.00742	Loss_local: 0.00001	Loss_ALM: 178.70026	 mu: 1.00000
  Train Epoch:  29 [221/195.3125 (1.13%)]	Loss_cls_domain: 0.02617	Loss_cls_source: 0.08696	Loss_cls_target: 0.00613	Loss_local: 0.00001	Loss_ALM: 178.12987	 mu: 1.00000
  Train Epoch:  29 [231/195.3125 (1.18%)]	Loss_cls_domain: 0.02715	Loss_cls_source: 0.06918	Loss_cls_target: 0.00613	Loss_local: 0.00001	Loss_ALM: 178.50424	 mu: 1.00000
  Train Epoch:  30 [  1/195.3125 (0.01%)]	Loss_cls_domain: 0.02829	Loss_cls_source: 0.28629	Loss_cls_target: 0.00646	Loss_local: 0.00001	Loss_ALM: 179.01056	 mu: 1.00000
  Train Epoch:  30 [ 11/195.3125 (0.06%)]	Loss_cls_domain: 0.02743	Loss_cls_source: 0.18022	Loss_cls_target: 0.00875	Loss_local: 0.00001	Loss_ALM: 178.82631	 mu: 1.00000
  Train Epoch:  30 [ 21/195.3125 (0.11%)]	Loss_cls_domain: 0.02789	Loss_cls_source: 0.26062	Loss_cls_target: 0.00752	Loss_local: 0.00001	Loss_ALM: 178.83264	 mu: 1.00000
  Train Epoch:  30 [ 31/195.3125 (0.16%)]	Loss_cls_domain: 0.02841	Loss_cls_source: 0.28905	Loss_cls_target: 0.00696	Loss_local: 0.00001	Loss_ALM: 178.97806	 mu: 1.00000
  Train Epoch:  30 [ 41/195.3125 (0.21%)]	Loss_cls_domain: 0.02792	Loss_cls_source: 0.23368	Loss_cls_target: 0.00692	Loss_local: 0.00001	Loss_ALM: 178.77979	 mu: 1.00000
  Train Epoch:  30 [ 51/195.3125 (0.26%)]	Loss_cls_domain: 0.02782	Loss_cls_source: 0.29616	Loss_cls_target: 0.00585	Loss_local: 0.00001	Loss_ALM: 178.71043	 mu: 1.00000
  Train Epoch:  30 [ 61/195.3125 (0.31%)]	Loss_cls_domain: 0.02713	Loss_cls_source: 0.10546	Loss_cls_target: 0.00624	Loss_local: 0.00001	Loss_ALM: 178.50652	 mu: 1.00000
  Train Epoch:  30 [ 71/195.3125 (0.36%)]	Loss_cls_domain: 0.02746	Loss_cls_source: 0.29483	Loss_cls_target: 0.00640	Loss_local: 0.00001	Loss_ALM: 178.69362	 mu: 1.00000
  Train Epoch:  30 [ 81/195.3125 (0.41%)]	Loss_cls_domain: 0.02701	Loss_cls_source: 0.12458	Loss_cls_target: 0.00679	Loss_local: 0.00001	Loss_ALM: 178.57242	 mu: 1.00000
  Train Epoch:  30 [ 91/195.3125 (0.47%)]	Loss_cls_domain: 0.02755	Loss_cls_source: 0.17657	Loss_cls_target: 0.00809	Loss_local: 0.00001	Loss_ALM: 178.91368	 mu: 1.00000
  Train Epoch:  30 [101/195.3125 (0.52%)]	Loss_cls_domain: 0.02749	Loss_cls_source: 0.23556	Loss_cls_target: 0.00748	Loss_local: 0.00001	Loss_ALM: 178.86768	 mu: 1.00000
  Train Epoch:  30 [111/195.3125 (0.57%)]	Loss_cls_domain: 0.02761	Loss_cls_source: 0.22835	Loss_cls_target: 0.00822	Loss_local: 0.00001	Loss_ALM: 178.78468	 mu: 1.00000
  Train Epoch:  30 [121/195.3125 (0.62%)]	Loss_cls_domain: 0.02781	Loss_cls_source: 0.25274	Loss_cls_target: 0.00711	Loss_local: 0.00001	Loss_ALM: 178.79025	 mu: 1.00000
  Train Epoch:  30 [131/195.3125 (0.67%)]	Loss_cls_domain: 0.02920	Loss_cls_source: 0.41326	Loss_cls_target: 0.00758	Loss_local: 0.00002	Loss_ALM: 179.21971	 mu: 1.00000
  Train Epoch:  30 [141/195.3125 (0.72%)]	Loss_cls_domain: 0.02974	Loss_cls_source: 0.34007	Loss_cls_target: 0.00640	Loss_local: 0.00001	Loss_ALM: 179.17163	 mu: 1.00000
  Train Epoch:  30 [151/195.3125 (0.77%)]	Loss_cls_domain: 0.02812	Loss_cls_source: 0.17675	Loss_cls_target: 0.00710	Loss_local: 0.00001	Loss_ALM: 178.81487	 mu: 1.00000
  Train Epoch:  30 [161/195.3125 (0.82%)]	Loss_cls_domain: 0.02854	Loss_cls_source: 0.12854	Loss_cls_target: 0.00626	Loss_local: 0.00001	Loss_ALM: 178.79022	 mu: 1.00000
  Train Epoch:  30 [171/195.3125 (0.88%)]	Loss_cls_domain: 0.02795	Loss_cls_source: 0.10796	Loss_cls_target: 0.00646	Loss_local: 0.00001	Loss_ALM: 178.65599	 mu: 1.00000
  Train Epoch:  30 [181/195.3125 (0.93%)]	Loss_cls_domain: 0.02778	Loss_cls_source: 0.19179	Loss_cls_target: 0.00727	Loss_local: 0.00001	Loss_ALM: 178.56433	 mu: 1.00000
  Train Epoch:  30 [191/195.3125 (0.98%)]	Loss_cls_domain: 0.02841	Loss_cls_source: 0.19132	Loss_cls_target: 0.00696	Loss_local: 0.00001	Loss_ALM: 178.92169	 mu: 1.00000
  Train Epoch:  30 [201/195.3125 (1.03%)]	Loss_cls_domain: 0.02752	Loss_cls_source: 0.19858	Loss_cls_target: 0.00598	Loss_local: 0.00001	Loss_ALM: 178.47491	 mu: 1.00000
  Train Epoch:  30 [211/195.3125 (1.08%)]	Loss_cls_domain: 0.02771	Loss_cls_source: 0.21985	Loss_cls_target: 0.00640	Loss_local: 0.00001	Loss_ALM: 178.65814	 mu: 1.00000
  Train Epoch:  30 [221/195.3125 (1.13%)]	Loss_cls_domain: 0.02845	Loss_cls_source: 0.30486	Loss_cls_target: 0.00654	Loss_local: 0.00001	Loss_ALM: 178.99133	 mu: 1.00000
  Train Epoch:  30 [231/195.3125 (1.18%)]	Loss_cls_domain: 0.02799	Loss_cls_source: 0.30772	Loss_cls_target: 0.00647	Loss_local: 0.00001	Loss_ALM: 178.75848	 mu: 1.00000
  Train Epoch:  31 [  1/195.3125 (0.01%)]	Loss_cls_domain: 0.02775	Loss_cls_source: 0.23679	Loss_cls_target: 0.00710	Loss_local: 0.00001	Loss_ALM: 178.77209	 mu: 1.00000
  Train Epoch:  31 [ 11/195.3125 (0.06%)]	Loss_cls_domain: 0.02758	Loss_cls_source: 0.28126	Loss_cls_target: 0.00786	Loss_local: 0.00001	Loss_ALM: 178.67365	 mu: 1.00000
  Train Epoch:  31 [ 21/195.3125 (0.11%)]	Loss_cls_domain: 0.02812	Loss_cls_source: 0.13402	Loss_cls_target: 0.00699	Loss_local: 0.00001	Loss_ALM: 178.74973	 mu: 1.00000
  Train Epoch:  31 [ 31/195.3125 (0.16%)]	Loss_cls_domain: 0.02743	Loss_cls_source: 0.11123	Loss_cls_target: 0.00598	Loss_local: 0.00001	Loss_ALM: 178.60669	 mu: 1.00000
  Train Epoch:  31 [ 41/195.3125 (0.21%)]	Loss_cls_domain: 0.02891	Loss_cls_source: 0.17137	Loss_cls_target: 0.00630	Loss_local: 0.00001	Loss_ALM: 179.00287	 mu: 1.00000
  Train Epoch:  31 [ 51/195.3125 (0.26%)]	Loss_cls_domain: 0.02691	Loss_cls_source: 0.21003	Loss_cls_target: 0.00609	Loss_local: 0.00001	Loss_ALM: 178.40582	 mu: 1.00000
  Train Epoch:  31 [ 61/195.3125 (0.31%)]	Loss_cls_domain: 0.02740	Loss_cls_source: 0.26489	Loss_cls_target: 0.00581	Loss_local: 0.00001	Loss_ALM: 178.65263	 mu: 1.00000
  Train Epoch:  31 [ 71/195.3125 (0.36%)]	Loss_cls_domain: 0.02673	Loss_cls_source: 0.17724	Loss_cls_target: 0.00696	Loss_local: 0.00001	Loss_ALM: 178.50006	 mu: 1.00000
  Train Epoch:  31 [ 81/195.3125 (0.41%)]	Loss_cls_domain: 0.02739	Loss_cls_source: 0.15551	Loss_cls_target: 0.00710	Loss_local: 0.00001	Loss_ALM: 178.86554	 mu: 1.00000
  Train Epoch:  31 [ 91/195.3125 (0.47%)]	Loss_cls_domain: 0.02750	Loss_cls_source: 0.26416	Loss_cls_target: 0.00526	Loss_local: 0.00001	Loss_ALM: 178.66327	 mu: 1.00000
  Train Epoch:  31 [101/195.3125 (0.52%)]	Loss_cls_domain: 0.02645	Loss_cls_source: 0.13671	Loss_cls_target: 0.00742	Loss_local: 0.00001	Loss_ALM: 178.48499	 mu: 1.00000
  Train Epoch:  31 [111/195.3125 (0.57%)]	Loss_cls_domain: 0.02720	Loss_cls_source: 0.20575	Loss_cls_target: 0.00633	Loss_local: 0.00001	Loss_ALM: 178.58868	 mu: 1.00000
  Train Epoch:  31 [121/195.3125 (0.62%)]	Loss_cls_domain: 0.02701	Loss_cls_source: 0.34648	Loss_cls_target: 0.00752	Loss_local: 0.00001	Loss_ALM: 178.68698	 mu: 1.00000
  Train Epoch:  31 [131/195.3125 (0.67%)]	Loss_cls_domain: 0.02623	Loss_cls_source: 0.02531	Loss_cls_target: 0.00634	Loss_local: 0.00000	Loss_ALM: 178.29843	 mu: 1.00000
  Train Epoch:  31 [141/195.3125 (0.72%)]	Loss_cls_domain: 0.02733	Loss_cls_source: 0.11386	Loss_cls_target: 0.00602	Loss_local: 0.00001	Loss_ALM: 178.68362	 mu: 1.00000
  Train Epoch:  31 [151/195.3125 (0.77%)]	Loss_cls_domain: 0.02767	Loss_cls_source: 0.34322	Loss_cls_target: 0.00735	Loss_local: 0.00001	Loss_ALM: 178.99277	 mu: 1.00000
  Train Epoch:  31 [161/195.3125 (0.82%)]	Loss_cls_domain: 0.02606	Loss_cls_source: 0.05884	Loss_cls_target: 0.00635	Loss_local: 0.00001	Loss_ALM: 178.24951	 mu: 1.00000
  Train Epoch:  31 [171/195.3125 (0.88%)]	Loss_cls_domain: 0.02821	Loss_cls_source: 0.43759	Loss_cls_target: 0.00729	Loss_local: 0.00002	Loss_ALM: 179.17908	 mu: 1.00000
  Train Epoch:  31 [181/195.3125 (0.93%)]	Loss_cls_domain: 0.02875	Loss_cls_source: 0.18913	Loss_cls_target: 0.00665	Loss_local: 0.00001	Loss_ALM: 179.12727	 mu: 1.00000
  Train Epoch:  31 [191/195.3125 (0.98%)]	Loss_cls_domain: 0.02765	Loss_cls_source: 0.19170	Loss_cls_target: 0.00793	Loss_local: 0.00001	Loss_ALM: 178.92868	 mu: 1.00000
  Train Epoch:  31 [201/195.3125 (1.03%)]	Loss_cls_domain: 0.02703	Loss_cls_source: 0.15064	Loss_cls_target: 0.00634	Loss_local: 0.00001	Loss_ALM: 178.47304	 mu: 1.00000
  Train Epoch:  31 [211/195.3125 (1.08%)]	Loss_cls_domain: 0.02746	Loss_cls_source: 0.13203	Loss_cls_target: 0.00745	Loss_local: 0.00001	Loss_ALM: 178.76590	 mu: 1.00000
  Train Epoch:  31 [221/195.3125 (1.13%)]	Loss_cls_domain: 0.02687	Loss_cls_source: 0.17026	Loss_cls_target: 0.00630	Loss_local: 0.00001	Loss_ALM: 178.41801	 mu: 1.00000
  Train Epoch:  31 [231/195.3125 (1.18%)]	Loss_cls_domain: 0.02758	Loss_cls_source: 0.21193	Loss_cls_target: 0.00620	Loss_local: 0.00001	Loss_ALM: 178.79791	 mu: 1.00000
  Train Epoch:  32 [  1/195.3125 (0.01%)]	Loss_cls_domain: 0.02621	Loss_cls_source: 0.12691	Loss_cls_target: 0.00717	Loss_local: 0.00001	Loss_ALM: 178.35226	 mu: 1.00000
  Train Epoch:  32 [ 11/195.3125 (0.06%)]	Loss_cls_domain: 0.02640	Loss_cls_source: 0.14442	Loss_cls_target: 0.00601	Loss_local: 0.00001	Loss_ALM: 178.37822	 mu: 1.00000
  Train Epoch:  32 [ 21/195.3125 (0.11%)]	Loss_cls_domain: 0.02633	Loss_cls_source: 0.14108	Loss_cls_target: 0.00686	Loss_local: 0.00001	Loss_ALM: 178.47714	 mu: 1.00000
  Train Epoch:  32 [ 31/195.3125 (0.16%)]	Loss_cls_domain: 0.02778	Loss_cls_source: 0.39101	Loss_cls_target: 0.00655	Loss_local: 0.00002	Loss_ALM: 178.93452	 mu: 1.00000
  Train Epoch:  32 [ 41/195.3125 (0.21%)]	Loss_cls_domain: 0.02585	Loss_cls_source: 0.16860	Loss_cls_target: 0.00586	Loss_local: 0.00001	Loss_ALM: 178.16438	 mu: 1.00000
  Train Epoch:  32 [ 51/195.3125 (0.26%)]	Loss_cls_domain: 0.02701	Loss_cls_source: 0.15865	Loss_cls_target: 0.00664	Loss_local: 0.00001	Loss_ALM: 178.88919	 mu: 1.00000
  Train Epoch:  32 [ 61/195.3125 (0.31%)]	Loss_cls_domain: 0.02709	Loss_cls_source: 0.35850	Loss_cls_target: 0.00640	Loss_local: 0.00002	Loss_ALM: 178.80615	 mu: 1.00000
  Train Epoch:  32 [ 71/195.3125 (0.36%)]	Loss_cls_domain: 0.02682	Loss_cls_source: 0.18051	Loss_cls_target: 0.00703	Loss_local: 0.00001	Loss_ALM: 178.75635	 mu: 1.00000
  Train Epoch:  32 [ 81/195.3125 (0.41%)]	Loss_cls_domain: 0.02712	Loss_cls_source: 0.28513	Loss_cls_target: 0.00709	Loss_local: 0.00001	Loss_ALM: 178.83017	 mu: 1.00000
  Train Epoch:  32 [ 91/195.3125 (0.47%)]	Loss_cls_domain: 0.02651	Loss_cls_source: 0.19797	Loss_cls_target: 0.00614	Loss_local: 0.00001	Loss_ALM: 178.39738	 mu: 1.00000
  Train Epoch:  32 [101/195.3125 (0.52%)]	Loss_cls_domain: 0.02677	Loss_cls_source: 0.27063	Loss_cls_target: 0.00694	Loss_local: 0.00001	Loss_ALM: 178.64803	 mu: 1.00000
  Train Epoch:  32 [111/195.3125 (0.57%)]	Loss_cls_domain: 0.02643	Loss_cls_source: 0.14401	Loss_cls_target: 0.00636	Loss_local: 0.00001	Loss_ALM: 178.49445	 mu: 1.00000
  Train Epoch:  32 [121/195.3125 (0.62%)]	Loss_cls_domain: 0.02788	Loss_cls_source: 0.36502	Loss_cls_target: 0.00642	Loss_local: 0.00001	Loss_ALM: 179.00398	 mu: 1.00000
  Train Epoch:  32 [131/195.3125 (0.67%)]	Loss_cls_domain: 0.02712	Loss_cls_source: 0.16699	Loss_cls_target: 0.00725	Loss_local: 0.00001	Loss_ALM: 178.71745	 mu: 1.00000
  Train Epoch:  32 [141/195.3125 (0.72%)]	Loss_cls_domain: 0.02816	Loss_cls_source: 0.31521	Loss_cls_target: 0.00698	Loss_local: 0.00001	Loss_ALM: 178.97443	 mu: 1.00000
  Train Epoch:  32 [151/195.3125 (0.77%)]	Loss_cls_domain: 0.02765	Loss_cls_source: 0.17507	Loss_cls_target: 0.00737	Loss_local: 0.00001	Loss_ALM: 178.87047	 mu: 1.00000
  Train Epoch:  32 [161/195.3125 (0.82%)]	Loss_cls_domain: 0.02733	Loss_cls_source: 0.27927	Loss_cls_target: 0.00614	Loss_local: 0.00001	Loss_ALM: 178.63214	 mu: 1.00000
  Train Epoch:  32 [171/195.3125 (0.88%)]	Loss_cls_domain: 0.02774	Loss_cls_source: 0.29864	Loss_cls_target: 0.00656	Loss_local: 0.00001	Loss_ALM: 178.90134	 mu: 1.00000
  Train Epoch:  32 [181/195.3125 (0.93%)]	Loss_cls_domain: 0.02851	Loss_cls_source: 0.29024	Loss_cls_target: 0.00619	Loss_local: 0.00001	Loss_ALM: 178.99174	 mu: 1.00000
  Train Epoch:  32 [191/195.3125 (0.98%)]	Loss_cls_domain: 0.02707	Loss_cls_source: 0.19134	Loss_cls_target: 0.00634	Loss_local: 0.00001	Loss_ALM: 178.47491	 mu: 1.00000
  Train Epoch:  32 [201/195.3125 (1.03%)]	Loss_cls_domain: 0.02771	Loss_cls_source: 0.18573	Loss_cls_target: 0.00619	Loss_local: 0.00001	Loss_ALM: 178.59991	 mu: 1.00000
  Train Epoch:  32 [211/195.3125 (1.08%)]	Loss_cls_domain: 0.02700	Loss_cls_source: 0.12425	Loss_cls_target: 0.00826	Loss_local: 0.00001	Loss_ALM: 178.44357	 mu: 1.00000
  Train Epoch:  32 [221/195.3125 (1.13%)]	Loss_cls_domain: 0.02721	Loss_cls_source: 0.13033	Loss_cls_target: 0.00735	Loss_local: 0.00001	Loss_ALM: 178.48627	 mu: 1.00000
